"date_time","average_ndsi","date","time"
2025-10-09,-0.328818404510711,2025-10-09,"00:00"
2025-10-09 01:00:00,-0.251735411500887,2025-10-09,"01:00"
2025-10-09 02:00:00,-0.246748201288072,2025-10-09,"02:00"
2025-10-09 03:00:00,-0.283937718579782,2025-10-09,"03:00"
2025-10-09 04:00:00,-0.323720462101415,2025-10-09,"04:00"
2025-10-09 05:00:00,-0.334800690715514,2025-10-09,"05:00"
2025-10-09 06:00:00,-0.48634534868043,2025-10-09,"06:00"
2025-10-09 07:00:00,0.0442938523061098,2025-10-09,"07:00"
2025-10-09 08:00:00,-0.594060757433522,2025-10-09,"08:00"
2025-10-09 09:00:00,-0.285884065391727,2025-10-09,"09:00"
2025-10-09 10:00:00,0.112830092355539,2025-10-09,"10:00"
2025-10-09 11:00:00,-0.0805955554916946,2025-10-09,"11:00"
2025-10-09 12:00:00,-0.355503756659976,2025-10-09,"12:00"
2025-10-09 13:00:00,-0.299500381427443,2025-10-09,"13:00"
2025-10-09 14:00:00,-0.404959120970327,2025-10-09,"14:00"
2025-10-09 15:00:00,-0.435365126786049,2025-10-09,"15:00"
2025-10-09 16:00:00,-0.436518007445545,2025-10-09,"16:00"
2025-10-09 17:00:00,-0.397501510206712,2025-10-09,"17:00"
2025-10-09 18:00:00,-0.36647181979199,2025-10-09,"18:00"
2025-10-10 19:00:00,-0.442993302802049,2025-10-10,"19:00"
2025-10-10 20:00:00,-0.642224703617124,2025-10-10,"20:00"
2025-10-10 21:00:00,-0.433954861240947,2025-10-10,"21:00"
2025-10-10 22:00:00,-0.308082949736041,2025-10-10,"22:00"
2025-10-10 23:00:00,-0.434299389336904,2025-10-10,"23:00"
2025-10-11,-0.29278117955088,2025-10-11,"00:00"
2025-10-11 01:00:00,-0.335440776596481,2025-10-11,"01:00"
2025-10-11 02:00:00,-0.306765558267127,2025-10-11,"02:00"
2025-10-11 03:00:00,-0.321413347986833,2025-10-11,"03:00"
2025-10-11 04:00:00,-0.309205793264753,2025-10-11,"04:00"
2025-10-11 05:00:00,-0.28737688932911,2025-10-11,"05:00"
2025-10-11 06:00:00,-0.252888352534141,2025-10-11,"06:00"
2025-10-11 07:00:00,0.369926640838456,2025-10-11,"07:00"
2025-10-11 08:00:00,-0.494384738100586,2025-10-11,"08:00"
2025-10-11 09:00:00,-0.0873575594454624,2025-10-11,"09:00"
2025-10-11 10:00:00,0.210464564773279,2025-10-11,"10:00"
2025-10-11 11:00:00,0.163188190630244,2025-10-11,"11:00"
2025-10-11 12:00:00,0.029738302553677,2025-10-11,"12:00"
2025-10-11 13:00:00,0.0395934518659741,2025-10-11,"13:00"
2025-10-11 14:00:00,-0.354484221060427,2025-10-11,"14:00"
2025-10-11 15:00:00,0.258419243764062,2025-10-11,"15:00"
2025-10-11 16:00:00,-0.23923503484925,2025-10-11,"16:00"
2025-10-11 17:00:00,-0.241238052643099,2025-10-11,"17:00"
2025-10-11 18:00:00,-0.0705082908263535,2025-10-11,"18:00"
2025-10-17 18:55:00,-0.405129321766884,2025-10-17,"18:55"
2025-10-17 19:55:00,-0.393682876564358,2025-10-17,"19:55"
2025-10-17 20:55:00,-0.358238355381327,2025-10-17,"20:55"
2025-10-17 21:55:00,-0.412263066819554,2025-10-17,"21:55"
2025-10-17 22:55:00,-0.344422035036352,2025-10-17,"22:55"
2025-10-17 23:55:00,-0.368927586005679,2025-10-17,"23:55"
2025-10-18 00:55:00,-0.299333536947766,2025-10-18,"00:55"
2025-10-18 01:55:00,-0.300746064346147,2025-10-18,"01:55"
2025-10-18 02:55:00,-0.318730346516708,2025-10-18,"02:55"
2025-10-18 03:55:00,-0.201246014179811,2025-10-18,"03:55"
2025-10-18 04:55:00,-0.336826940728015,2025-10-18,"04:55"
2025-10-18 05:55:00,-0.338349743522598,2025-10-18,"05:55"
2025-10-18 06:55:00,-0.356982511200572,2025-10-18,"06:55"
2025-10-18 07:55:00,-0.352771679737521,2025-10-18,"07:55"
2025-10-18 08:55:00,-0.540194862720017,2025-10-18,"08:55"
2025-10-18 09:55:00,-0.306452208464394,2025-10-18,"09:55"
2025-10-18 10:55:00,-0.65307305555943,2025-10-18,"10:55"
2025-10-18 11:55:00,-0.522851238761698,2025-10-18,"11:55"
2025-10-18 12:55:00,-0.704656492624615,2025-10-18,"12:55"
2025-10-18 13:55:00,-0.445380330772358,2025-10-18,"13:55"
2025-10-18 14:55:00,-0.126122229655088,2025-10-18,"14:55"
2025-10-18 15:55:00,-0.634638230681538,2025-10-18,"15:55"
2025-10-18 16:55:00,-0.55309216982155,2025-10-18,"16:55"
2025-10-18 17:55:00,-0.708623330136446,2025-10-18,"17:55"
