"date_time","average_ndsi","date","time"
2025-10-07,-0.699897824690918,2025-10-07,"00:00"
2025-10-07 01:00:00,-0.723310150700852,2025-10-07,"01:00"
2025-10-07 02:00:00,-0.681168801419861,2025-10-07,"02:00"
2025-10-07 03:00:00,-0.708003364594,2025-10-07,"03:00"
2025-10-07 04:00:00,-0.731127354810434,2025-10-07,"04:00"
2025-10-07 05:00:00,-0.725143190326304,2025-10-07,"05:00"
2025-10-07 06:00:00,-0.487192656972015,2025-10-07,"06:00"
2025-10-07 07:00:00,-0.62498379177702,2025-10-07,"07:00"
2025-10-07 08:00:00,-0.607096185775772,2025-10-07,"08:00"
2025-10-07 09:00:00,-0.427603426695304,2025-10-07,"09:00"
2025-10-07 10:00:00,-0.504260681272446,2025-10-07,"10:00"
2025-10-07 11:00:00,-0.591232464083654,2025-10-07,"11:00"
2025-10-07 12:00:00,-0.245909999962515,2025-10-07,"12:00"
2025-10-07 13:00:00,-0.449549695093935,2025-10-07,"13:00"
2025-10-07 14:00:00,-0.593190742032786,2025-10-07,"14:00"
2025-10-07 15:00:00,-0.256364049366751,2025-10-07,"15:00"
2025-10-07 16:00:00,-0.452708907680669,2025-10-07,"16:00"
2025-10-07 17:00:00,-0.663095285099966,2025-10-07,"17:00"
2025-10-07 18:00:00,-0.415844743778516,2025-10-07,"18:00"
2025-10-07 19:00:00,-0.610596505762171,2025-10-07,"19:00"
2025-10-07 20:00:00,-0.712485033020346,2025-10-07,"20:00"
2025-10-07 21:00:00,-0.662075572435615,2025-10-07,"21:00"
2025-10-07 22:00:00,-0.702578724972497,2025-10-07,"22:00"
2025-10-07 23:00:00,-0.665888648504257,2025-10-07,"23:00"
2025-10-08,-0.733127882169247,2025-10-08,"00:00"
2025-10-08 01:00:00,-0.712155480163897,2025-10-08,"01:00"
2025-10-08 02:00:00,-0.695610670908318,2025-10-08,"02:00"
2025-10-08 03:00:00,-0.647751691047192,2025-10-08,"03:00"
2025-10-08 04:00:00,-0.668598369265055,2025-10-08,"04:00"
2025-10-08 05:00:00,-0.697278543803639,2025-10-08,"05:00"
2025-10-08 06:00:00,-0.630271010651898,2025-10-08,"06:00"
2025-10-08 07:00:00,-0.536208115496156,2025-10-08,"07:00"
2025-10-08 08:00:00,-0.553209744380908,2025-10-08,"08:00"
2025-10-08 09:00:00,-0.473390455158402,2025-10-08,"09:00"
2025-10-08 10:00:00,-0.530417635659065,2025-10-08,"10:00"
2025-10-08 11:00:00,-0.505006493104609,2025-10-08,"11:00"
2025-10-08 12:00:00,-0.328402869370727,2025-10-08,"12:00"
2025-10-08 13:00:00,-0.26461838853922,2025-10-08,"13:00"
2025-10-08 14:00:00,-0.51401205238092,2025-10-08,"14:00"
2025-10-08 15:00:00,-0.410278561845653,2025-10-08,"15:00"
2025-10-08 16:00:00,-0.577367323965986,2025-10-08,"16:00"
2025-10-08 17:00:00,-0.591677755472316,2025-10-08,"17:00"
2025-10-08 18:00:00,-0.632858194077783,2025-10-08,"18:00"
2025-10-08 19:00:00,-0.564337943209783,2025-10-08,"19:00"
2025-10-08 20:00:00,-0.608512208502729,2025-10-08,"20:00"
2025-10-08 21:00:00,-0.678341216539862,2025-10-08,"21:00"
2025-10-08 22:00:00,-0.672726022456962,2025-10-08,"22:00"
2025-10-08 23:00:00,-0.651912769119479,2025-10-08,"23:00"
2025-10-09,-0.712095155346235,2025-10-09,"00:00"
2025-10-09 01:00:00,-0.649078452814711,2025-10-09,"01:00"
2025-10-09 02:00:00,-0.740602469891756,2025-10-09,"02:00"
2025-10-09 03:00:00,-0.747690587719968,2025-10-09,"03:00"
2025-10-09 04:00:00,-0.749994591587431,2025-10-09,"04:00"
2025-10-09 05:00:00,-0.700105661894076,2025-10-09,"05:00"
2025-10-09 06:00:00,-0.554236878753007,2025-10-09,"06:00"
2025-10-09 07:00:00,-0.613664451399912,2025-10-09,"07:00"
2025-10-09 08:00:00,-0.420300157029794,2025-10-09,"08:00"
2025-10-09 09:00:00,-0.416349612322213,2025-10-09,"09:00"
2025-10-09 10:00:00,-0.516713492694064,2025-10-09,"10:00"
2025-10-09 11:00:00,-0.383683214937164,2025-10-09,"11:00"
2025-10-09 12:00:00,-0.346276166863314,2025-10-09,"12:00"
2025-10-09 13:00:00,-0.509318959025419,2025-10-09,"13:00"
2025-10-09 14:00:00,-0.385666390434521,2025-10-09,"14:00"
2025-10-09 15:00:00,-0.439833236476117,2025-10-09,"15:00"
2025-10-09 16:00:00,-0.199197613400199,2025-10-09,"16:00"
2025-10-09 17:00:00,-0.483682013948206,2025-10-09,"17:00"
2025-10-09 18:00:00,-0.5951550622187,2025-10-09,"18:00"
2025-10-09 19:00:00,-0.620148920923698,2025-10-09,"19:00"
2025-10-09 20:00:00,-0.350264647570675,2025-10-09,"20:00"
2025-10-09 21:00:00,-0.4235060691448,2025-10-09,"21:00"
2025-10-09 22:00:00,-0.681017004993147,2025-10-09,"22:00"
2025-10-09 23:00:00,-0.686058124036664,2025-10-09,"23:00"
2025-10-10,-0.660790081574958,2025-10-10,"00:00"
2025-10-10 01:00:00,-0.717753567399679,2025-10-10,"01:00"
2025-10-10 02:00:00,-0.675331074888272,2025-10-10,"02:00"
2025-10-10 03:00:00,-0.698044153633571,2025-10-10,"03:00"
2025-10-10 04:00:00,-0.732680523233109,2025-10-10,"04:00"
2025-10-10 05:00:00,-0.65505127612972,2025-10-10,"05:00"
2025-10-10 06:00:00,-0.505457244689932,2025-10-10,"06:00"
2025-10-10 07:00:00,-0.532215377128445,2025-10-10,"07:00"
2025-10-10 08:00:00,-0.509668707861117,2025-10-10,"08:00"
2025-10-10 09:00:00,-0.455870018207446,2025-10-10,"09:00"
2025-10-10 10:00:00,-0.333417858062307,2025-10-10,"10:00"
2025-10-10 11:00:00,-0.612684166799595,2025-10-10,"11:00"
2025-10-10 12:00:00,-0.596806312177107,2025-10-10,"12:00"
2025-10-10 13:00:00,-0.560051056305909,2025-10-10,"13:00"
2025-10-10 14:00:00,-0.538277179413799,2025-10-10,"14:00"
2025-10-10 15:00:00,-0.531477591698811,2025-10-10,"15:00"
2025-10-10 16:00:00,-0.425653270127695,2025-10-10,"16:00"
2025-10-10 17:00:00,-0.651206740663476,2025-10-10,"17:00"
2025-10-10 18:00:00,-0.60040480953428,2025-10-10,"18:00"
2025-10-10 19:00:00,-0.62982611072901,2025-10-10,"19:00"
2025-10-10 20:00:00,-0.652136352969894,2025-10-10,"20:00"
2025-10-10 21:00:00,-0.441875735642257,2025-10-10,"21:00"
2025-10-10 22:00:00,-0.655875784189837,2025-10-10,"22:00"
2025-10-10 23:00:00,-0.64777735026619,2025-10-10,"23:00"
2025-10-11,-0.68764111310121,2025-10-11,"00:00"
2025-10-11 01:00:00,-0.717009854551286,2025-10-11,"01:00"
2025-10-11 02:00:00,-0.705140965800143,2025-10-11,"02:00"
2025-10-11 03:00:00,-0.729215452464452,2025-10-11,"03:00"
2025-10-11 04:00:00,-0.708531925555483,2025-10-11,"04:00"
