"date_time","average_ndsi","date","time"
2025-10-08 11:00:00,-0.359852465838523,2025-10-08,"11:00"
2025-10-08 12:00:00,-0.111222970278532,2025-10-08,"12:00"
2025-10-08 13:00:00,-0.206262410945878,2025-10-08,"13:00"
2025-10-08 14:00:00,0.702328174104058,2025-10-08,"14:00"
2025-10-08 15:00:00,-0.54435584126746,2025-10-08,"15:00"
2025-10-08 16:00:00,0.534445908136417,2025-10-08,"16:00"
2025-10-08 17:00:00,-0.159118708803564,2025-10-08,"17:00"
2025-10-08 18:00:00,0.125339126292493,2025-10-08,"18:00"
2025-10-08 19:00:00,-0.684400068275991,2025-10-08,"19:00"
2025-10-08 20:00:00,-0.593987554062715,2025-10-08,"20:00"
2025-10-08 21:00:00,-0.587485827880061,2025-10-08,"21:00"
2025-10-08 22:00:00,-0.605226575882817,2025-10-08,"22:00"
2025-10-08 23:00:00,-0.425892551198259,2025-10-08,"23:00"
2025-10-09,-0.306366710690572,2025-10-09,"00:00"
2025-10-09 01:00:00,0.0606181150981204,2025-10-09,"01:00"
2025-10-09 02:00:00,0.0499296725872423,2025-10-09,"02:00"
2025-10-09 03:00:00,-0.236679899195272,2025-10-09,"03:00"
2025-10-09 04:00:00,0.190323965422088,2025-10-09,"04:00"
2025-10-09 05:00:00,0.503205531086701,2025-10-09,"05:00"
2025-10-09 06:00:00,0.656831656972305,2025-10-09,"06:00"
2025-10-09 07:00:00,0.0327047408434281,2025-10-09,"07:00"
2025-10-09 08:00:00,-0.185701902731059,2025-10-09,"08:00"
2025-10-09 09:00:00,-0.428673929435785,2025-10-09,"09:00"
2025-10-09 10:00:00,0.120381066253994,2025-10-09,"10:00"
2025-10-09 11:00:00,-0.261224418457315,2025-10-09,"11:00"
2025-10-09 12:00:00,-0.44668316906106,2025-10-09,"12:00"
2025-10-09 13:00:00,-0.50522358045413,2025-10-09,"13:00"
2025-10-09 14:00:00,-0.344246892587786,2025-10-09,"14:00"
2025-10-09 15:00:00,-0.258866344692683,2025-10-09,"15:00"
2025-10-09 16:00:00,-0.481162401028557,2025-10-09,"16:00"
2025-10-09 17:00:00,0.201775249201073,2025-10-09,"17:00"
2025-10-09 18:00:00,-0.288956636129053,2025-10-09,"18:00"
2025-10-09 19:00:00,-0.745285674621906,2025-10-09,"19:00"
2025-10-09 20:00:00,-0.631463872259374,2025-10-09,"20:00"
2025-10-09 21:00:00,-0.787290855510331,2025-10-09,"21:00"
2025-10-09 22:00:00,-0.596209687912068,2025-10-09,"22:00"
2025-10-09 23:00:00,-0.489291864379695,2025-10-09,"23:00"
2025-10-10,-0.34700397207872,2025-10-10,"00:00"
2025-10-10 01:00:00,0.219019060412933,2025-10-10,"01:00"
2025-10-10 02:00:00,-0.109877457932921,2025-10-10,"02:00"
2025-10-10 03:00:00,-0.0825865893490419,2025-10-10,"03:00"
2025-10-10 04:00:00,0.0994219376075745,2025-10-10,"04:00"
2025-10-10 05:00:00,0.213048415992644,2025-10-10,"05:00"
2025-10-10 06:00:00,0.436489900281084,2025-10-10,"06:00"
2025-10-10 07:00:00,0.469634600172062,2025-10-10,"07:00"
2025-10-10 08:00:00,-0.0677535133305239,2025-10-10,"08:00"
2025-10-10 09:00:00,0.128991742419582,2025-10-10,"09:00"
2025-10-10 10:00:00,0.331147772451794,2025-10-10,"10:00"
2025-10-10 11:00:00,0.338387923982699,2025-10-10,"11:00"
2025-10-10 12:00:00,-0.393873816804725,2025-10-10,"12:00"
2025-10-10 13:00:00,-0.358132076291084,2025-10-10,"13:00"
2025-10-10 14:00:00,-0.061365079472733,2025-10-10,"14:00"
2025-10-10 15:00:00,-0.263902180403949,2025-10-10,"15:00"
2025-10-10 16:00:00,-0.488883746983012,2025-10-10,"16:00"
2025-10-10 17:00:00,-0.68995647637516,2025-10-10,"17:00"
2025-10-10 18:00:00,-0.605125368509261,2025-10-10,"18:00"
2025-10-10 19:00:00,-0.608917623209086,2025-10-10,"19:00"
2025-10-10 20:00:00,-0.530796628686972,2025-10-10,"20:00"
2025-10-10 21:00:00,-0.521201270928022,2025-10-10,"21:00"
2025-10-10 22:00:00,-0.256326385119204,2025-10-10,"22:00"
2025-10-10 23:00:00,-0.67308127124362,2025-10-10,"23:00"
2025-10-11,-0.239585145445653,2025-10-11,"00:00"
2025-10-11 01:00:00,-0.259903604305579,2025-10-11,"01:00"
2025-10-11 02:00:00,-0.210243772954607,2025-10-11,"02:00"
2025-10-11 03:00:00,-0.00721468908153164,2025-10-11,"03:00"
2025-10-11 04:00:00,-0.124781542538769,2025-10-11,"04:00"
2025-10-11 05:00:00,0.501315873379477,2025-10-11,"05:00"
2025-10-11 06:00:00,0.390113101186294,2025-10-11,"06:00"
2025-10-11 07:00:00,0.554338273333275,2025-10-11,"07:00"
2025-10-11 08:00:00,-0.045794139024633,2025-10-11,"08:00"
2025-10-11 09:00:00,0.00529652829155983,2025-10-11,"09:00"
2025-10-11 10:00:00,0.0944355878185304,2025-10-11,"10:00"
2025-10-11 11:00:00,-0.0859588880993744,2025-10-11,"11:00"
2025-10-11 12:00:00,-0.302229263557096,2025-10-11,"12:00"
2025-10-11 13:00:00,-0.240148097672192,2025-10-11,"13:00"
2025-10-11 14:00:00,-0.412795751569179,2025-10-11,"14:00"
