"","Station","Species","DateTimeOriginal","Date","Time","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","Directory","FileName","n_images"
"1","DL-12","Capreolus_capreolus",2025-11-08 20:10:29,2025-11-08,"20:10:29",0,0,0,0,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Capreolus_capreolus","DL-12__2025-11-08__20-10-29(1).JPG",2
"2","DL-12","Capreolus_capreolus",2025-11-17 15:23:07,2025-11-17,"15:23:07",760358,12672.6,211.2,8.8,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Capreolus_capreolus","DL-12__2025-11-17__15-23-07(1).JPG",8
"3","DL-12","Capreolus_capreolus",2025-11-20 04:59:56,2025-11-20,"04:59:56",221809,3696.8,61.6,2.6,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Capreolus_capreolus","DL-12__2025-11-20__04-59-56(1).JPG",1
"4","DL-12","Capreolus_capreolus",2025-11-20 15:05:27,2025-11-20,"15:05:27",36331,605.5,10.1,0.4,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Capreolus_capreolus","DL-12__2025-11-20__15-05-27(1).JPG",14
"5","DL-12","Capreolus_capreolus",2025-11-21 08:20:33,2025-11-21,"08:20:33",62106,1035.1,17.3,0.7,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Capreolus_capreolus","DL-12__2025-11-21__08-20-33(1).JPG",10
"6","DL-12","Columba_palumbus",2025-11-20 16:57:59,2025-11-20,"16:57:59",0,0,0,0,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Columba_palumbus","DL-12__2025-11-20__16-57-59(1).JPG",2
"7","DL-12","domestic_dog",2025-11-18 15:49:44,2025-11-18,"15:49:44",0,0,0,0,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/domestic_dog","DL-12__2025-11-18__15-49-44(1).JPG",2
"8","DL-12","Meles_meles",2025-11-07 17:34:13,2025-11-07,"17:34:13",0,0,0,0,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Meles_meles","DL-12__2025-11-07__17-34-13(1).JPG",2
"9","DL-12","Meles_meles",2025-11-07 20:53:51,2025-11-07,"20:53:51",11978,199.6,3.3,0.1,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Meles_meles","DL-12__2025-11-07__20-53-51(1).JPG",2
"10","DL-12","Meles_meles",2025-11-11 01:14:23,2025-11-11,"01:14:23",274832,4580.5,76.3,3.2,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Meles_meles","DL-12__2025-11-11__01-14-23(1).JPG",2
"11","DL-12","Meles_meles",2025-11-17 03:50:07,2025-11-17,"03:50:07",527744,8795.7,146.6,6.1,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Meles_meles","DL-12__2025-11-17__03-50-07(1).JPG",2
"12","DL-12","Muntiacus_reevesi",2025-11-07 02:23:52,2025-11-07,"02:23:52",0,0,0,0,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Muntiacus_reevesi","DL-12__2025-11-07__02-23-52(1).JPG",3
"13","DL-12","Muntiacus_reevesi",2025-11-10 04:14:24,2025-11-10,"04:14:24",265832,4430.5,73.8,3.1,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Muntiacus_reevesi","DL-12__2025-11-10__04-14-24(1).JPG",1
"14","DL-12","Muntiacus_reevesi",2025-11-11 18:03:04,2025-11-11,"18:03:04",136120,2268.7,37.8,1.6,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Muntiacus_reevesi","DL-12__2025-11-11__18-03-04(1).JPG",2
"15","DL-12","Muntiacus_reevesi",2025-11-12 22:44:37,2025-11-12,"22:44:37",103293,1721.6,28.7,1.2,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Muntiacus_reevesi","DL-12__2025-11-12__22-44-37(1).JPG",3
"16","DL-12","Muntiacus_reevesi",2025-11-13 04:01:38,2025-11-13,"04:01:38",19021,317,5.3,0.2,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Muntiacus_reevesi","DL-12__2025-11-13__04-01-38(1).JPG",12
"17","DL-12","Muntiacus_reevesi",2025-11-13 07:44:58,2025-11-13,"07:44:58",13400,223.3,3.7,0.2,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Muntiacus_reevesi","DL-12__2025-11-13__07-44-58(1).JPG",2
"18","DL-12","Muntiacus_reevesi",2025-11-13 16:58:51,2025-11-13,"16:58:51",33233,553.9,9.2,0.4,"C:/Users/asus/Desktop/IC_R/assessment3/camera/DL-12/DL-12/Muntiacus_reevesi","DL-12__2025-11-13__16-58-51(1).JPG",2
