,Station,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName,n_images
1,2MM07156,Muntiacus_reevesi,2025-10-23 14:40:56,2025-10-23,14:40:56,0,0,0,0,/Users/ahmetselimesmer/Desktop/sensor_data/CRdata/Species/Muntiacus_reevesi,2MM07156__2025-10-23__14-40-56(3).JPG,2
2,2MM07156,Muntiacus_reevesi,2025-10-23 15:25:21,2025-10-23,15:25:21,2665,44.4,0.7,0,/Users/ahmetselimesmer/Desktop/sensor_data/CRdata/Species/Muntiacus_reevesi,2MM07156__2025-10-23__15-25-21(3).JPG,1
3,2MM07156,Muntiacus_reevesi,2025-10-24 00:46:41,2025-10-24,00:46:41,33680,561.3,9.4,0.4,/Users/ahmetselimesmer/Desktop/sensor_data/CRdata/Species/Muntiacus_reevesi,2MM07156__2025-10-24__00-46-41(1).JPG,1
4,2MM07156,Muntiacus_reevesi,2025-10-24 08:32:01,2025-10-24,08:32:01,27920,465.3,7.8,0.3,/Users/ahmetselimesmer/Desktop/sensor_data/CRdata/Species/Muntiacus_reevesi,2MM07156__2025-10-24__08-32-01(1).JPG,1
5,2MM07156,Muntiacus_reevesi,2025-10-24 17:16:23,2025-10-24,17:16:23,31462,524.4,8.7,0.4,/Users/ahmetselimesmer/Desktop/sensor_data/CRdata/Species/Muntiacus_reevesi,2MM07156__2025-10-24__17-16-23(1).JPG,2
6,2MM07156,Muntiacus_reevesi,2025-10-24 17:58:13,2025-10-24,17:58:13,2510,41.8,0.7,0,/Users/ahmetselimesmer/Desktop/sensor_data/CRdata/Species/Muntiacus_reevesi,2MM07156__2025-10-24__17-58-13(3).JPG,1
7,2MM07156,Muntiacus_reevesi,2025-10-24 19:44:46,2025-10-24,19:44:46,6393,106.6,1.8,0.1,/Users/ahmetselimesmer/Desktop/sensor_data/CRdata/Species/Muntiacus_reevesi,2MM07156__2025-10-24__19-44-46(3).JPG,1
8,2MM07156,Muntiacus_reevesi,2025-10-25 05:40:51,2025-10-25,05:40:51,35765,596.1,9.9,0.4,/Users/ahmetselimesmer/Desktop/sensor_data/CRdata/Species/Muntiacus_reevesi,2MM07156__2025-10-25__05-40-51(1).JPG,2
9,2MM07156,Muntiacus_reevesi,2025-10-25 16:40:12,2025-10-25,16:40:12,39561,659.4,11,0.5,/Users/ahmetselimesmer/Desktop/sensor_data/CRdata/Species/Muntiacus_reevesi,2MM07156__2025-10-25__16-40-12(1).JPG,2
10,2MM07156,Muntiacus_reevesi,2025-10-25 17:50:12,2025-10-25,17:50:12,4200,70,1.2,0,/Users/ahmetselimesmer/Desktop/sensor_data/CRdata/Species/Muntiacus_reevesi,2MM07156__2025-10-25__17-50-12(1).JPG,4
11,2MM07156,Muntiacus_reevesi,2025-10-26 06:01:20,2025-10-26,06:01:20,43868,731.1,12.2,0.5,/Users/ahmetselimesmer/Desktop/sensor_data/CRdata/Species/Muntiacus_reevesi,2MM07156__2025-10-26__06-01-20(1).JPG,4
12,2MM07156,Muntiacus_reevesi,2025-10-26 10:39:30,2025-10-26,10:39:30,16690,278.2,4.6,0.2,/Users/ahmetselimesmer/Desktop/sensor_data/CRdata/Species/Muntiacus_reevesi,2MM07156__2025-10-26__10-39-30(1).JPG,2
