"","Station","Species","DateTimeOriginal","Date","Time","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","Directory","FileName","n_images"
"1","Capreolus_capreolus","Capreolus_capreolus",2025-11-10 06:23:58,2025-11-10,"06:23:58",0,0,0,0,"CMEE02/Capreolus_capreolus","stationA__2025-11-10__06-23-58(1).JPG",1
"2","Columba_palumbus","Columba_palumbus",2025-11-15 15:59:21,2025-11-15,"15:59:21",0,0,0,0,"CMEE02/Columba_palumbus","stationA__2025-11-15__15-59-21(2).JPG",1
"3","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-05 21:07:33,2025-11-05,"21:07:33",0,0,0,0,"CMEE02/Muntiacus_reevesi","stationA__2025-11-05__21-07-33(3).JPG",1
"4","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-06 02:37:16,2025-11-06,"02:37:16",19783,329.7,5.5,0.2,"CMEE02/Muntiacus_reevesi","stationA__2025-11-06__02-37-16(1).JPG",2
"5","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-06 11:17:36,2025-11-06,"11:17:36",31220,520.3,8.7,0.4,"CMEE02/Muntiacus_reevesi","stationA__2025-11-06__11-17-36(2).JPG",2
"6","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-06 21:59:14,2025-11-06,"21:59:14",38498,641.6,10.7,0.4,"CMEE02/Muntiacus_reevesi","stationA__2025-11-06__21-59-14(2).JPG",2
"7","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-06 22:35:14,2025-11-06,"22:35:14",2160,36,0.6,0,"CMEE02/Muntiacus_reevesi","stationA__2025-11-06__22-35-14(1).JPG",2
"8","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-07 15:49:24,2025-11-07,"15:49:24",62050,1034.2,17.2,0.7,"CMEE02/Muntiacus_reevesi","stationA__2025-11-07__15-49-24(3).JPG",3
"9","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-07 17:47:40,2025-11-07,"17:47:40",7096,118.3,2,0.1,"CMEE02/Muntiacus_reevesi","stationA__2025-11-07__17-47-40(3).JPG",1
"10","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-08 04:03:10,2025-11-08,"04:03:10",36930,615.5,10.3,0.4,"CMEE02/Muntiacus_reevesi","stationA__2025-11-08__04-03-10(2).JPG",2
"11","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-08 08:25:40,2025-11-08,"08:25:40",15750,262.5,4.4,0.2,"CMEE02/Muntiacus_reevesi","stationA__2025-11-08__08-25-40(3).JPG",1
"12","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-08 22:31:18,2025-11-08,"22:31:18",50738,845.6,14.1,0.6,"CMEE02/Muntiacus_reevesi","stationA__2025-11-08__22-31-18(3).JPG",1
"13","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-09 03:51:43,2025-11-09,"03:51:43",19225,320.4,5.3,0.2,"CMEE02/Muntiacus_reevesi","stationA__2025-11-09__03-51-43(1).JPG",2
"14","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-09 08:26:49,2025-11-09,"08:26:49",16506,275.1,4.6,0.2,"CMEE02/Muntiacus_reevesi","stationA__2025-11-09__08-26-49(1).JPG",2
"15","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-09 09:53:33,2025-11-09,"09:53:33",5204,86.7,1.4,0.1,"CMEE02/Muntiacus_reevesi","stationA__2025-11-09__09-53-33(2).JPG",1
"16","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-10 14:42:51,2025-11-10,"14:42:51",103758,1729.3,28.8,1.2,"CMEE02/Muntiacus_reevesi","stationA__2025-11-10__14-42-51(3).JPG",1
"17","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-10 17:31:14,2025-11-10,"17:31:14",10103,168.4,2.8,0.1,"CMEE02/Muntiacus_reevesi","stationA__2025-11-10__17-31-14(1).JPG",1
"18","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-10 18:05:28,2025-11-10,"18:05:28",2054,34.2,0.6,0,"CMEE02/Muntiacus_reevesi","stationA__2025-11-10__18-05-28(1).JPG",1
"19","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-10 23:34:33,2025-11-10,"23:34:33",19745,329.1,5.5,0.2,"CMEE02/Muntiacus_reevesi","stationA__2025-11-10__23-34-33(3).JPG",1
"20","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-11 09:22:50,2025-11-11,"09:22:50",35297,588.3,9.8,0.4,"CMEE02/Muntiacus_reevesi","stationA__2025-11-11__09-22-50(2).JPG",2
"21","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-11 14:47:23,2025-11-11,"14:47:23",19473,324.6,5.4,0.2,"CMEE02/Muntiacus_reevesi","stationA__2025-11-11__14-47-23(2).JPG",1
"22","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-12 08:13:38,2025-11-12,"08:13:38",62775,1046.2,17.4,0.7,"CMEE02/Muntiacus_reevesi","stationA__2025-11-12__08-13-38(1).JPG",1
"23","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-12 16:06:15,2025-11-12,"16:06:15",28357,472.6,7.9,0.3,"CMEE02/Muntiacus_reevesi","stationA__2025-11-12__16-06-15(2).JPG",5
"24","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-13 03:07:42,2025-11-13,"03:07:42",39687,661.5,11,0.5,"CMEE02/Muntiacus_reevesi","stationA__2025-11-13__03-07-42(2).JPG",2
"25","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-13 04:07:07,2025-11-13,"04:07:07",3565,59.4,1,0,"CMEE02/Muntiacus_reevesi","stationA__2025-11-13__04-07-07(1).JPG",2
"26","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-13 09:13:08,2025-11-13,"09:13:08",18361,306,5.1,0.2,"CMEE02/Muntiacus_reevesi","stationA__2025-11-13__09-13-08(1).JPG",2
"27","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-13 10:24:58,2025-11-13,"10:24:58",4310,71.8,1.2,0,"CMEE02/Muntiacus_reevesi","stationA__2025-11-13__10-24-58(1).JPG",2
"28","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-13 15:46:36,2025-11-13,"15:46:36",19298,321.6,5.4,0.2,"CMEE02/Muntiacus_reevesi","stationA__2025-11-13__15-46-36(3).JPG",1
"29","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-13 17:57:55,2025-11-13,"17:57:55",7879,131.3,2.2,0.1,"CMEE02/Muntiacus_reevesi","stationA__2025-11-13__17-57-55(1).JPG",2
"30","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-14 05:07:59,2025-11-14,"05:07:59",40204,670.1,11.2,0.5,"CMEE02/Muntiacus_reevesi","stationA__2025-11-14__05-07-59(3).JPG",1
"31","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-14 08:36:30,2025-11-14,"08:36:30",12511,208.5,3.5,0.1,"CMEE02/Muntiacus_reevesi","stationA__2025-11-14__08-36-30(1).JPG",2
"32","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-14 17:00:20,2025-11-14,"17:00:20",30230,503.8,8.4,0.4,"CMEE02/Muntiacus_reevesi","stationA__2025-11-14__17-00-20(3).JPG",3
"33","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-15 10:05:18,2025-11-15,"10:05:18",61498,1025,17.1,0.7,"CMEE02/Muntiacus_reevesi","stationA__2025-11-15__10-05-18(3).JPG",1
"34","Muntiacus_reevesi","Muntiacus_reevesi",2025-11-15 18:22:08,2025-11-15,"18:22:08",29810,496.8,8.3,0.3,"CMEE02/Muntiacus_reevesi","stationA__2025-11-15__18-22-08(1).JPG",3
"35","Sciurus_carolinensis","Sciurus_carolinensis",2025-11-06 15:40:51,2025-11-06,"15:40:51",0,0,0,0,"CMEE02/Sciurus_carolinensis","stationA__2025-11-06__15-40-51(1).JPG",2
"36","Sciurus_carolinensis","Sciurus_carolinensis",2025-11-08 15:52:28,2025-11-08,"15:52:28",173497,2891.6,48.2,2,"CMEE02/Sciurus_carolinensis","stationA__2025-11-08__15-52-28(3).JPG",1
"37","Sciurus_carolinensis","Sciurus_carolinensis",2025-11-09 17:12:40,2025-11-09,"17:12:40",91212,1520.2,25.3,1.1,"CMEE02/Sciurus_carolinensis","stationA__2025-11-09__17-12-40(2).JPG",2
"38","Sciurus_carolinensis","Sciurus_carolinensis",2025-11-10 10:31:01,2025-11-10,"10:31:01",62301,1038.3,17.3,0.7,"CMEE02/Sciurus_carolinensis","stationA__2025-11-10__10-31-01(2).JPG",1
"39","Sciurus_carolinensis","Sciurus_carolinensis",2025-11-10 11:59:04,2025-11-10,"11:59:04",5283,88,1.5,0.1,"CMEE02/Sciurus_carolinensis","stationA__2025-11-10__11-59-04(2).JPG",1
"40","Sciurus_carolinensis","Sciurus_carolinensis",2025-11-12 11:25:12,2025-11-12,"11:25:12",170768,2846.1,47.4,2,"CMEE02/Sciurus_carolinensis","stationA__2025-11-12__11-25-12(1).JPG",5
"41","Sciurus_carolinensis","Sciurus_carolinensis",2025-11-14 15:31:53,2025-11-14,"15:31:53",187601,3126.7,52.1,2.2,"CMEE02/Sciurus_carolinensis","stationA__2025-11-14__15-31-53(2).JPG",2
"42","Sciurus_carolinensis","Sciurus_carolinensis",2025-11-15 13:05:00,2025-11-15,"13:05:00",77587,1293.1,21.6,0.9,"CMEE02/Sciurus_carolinensis","stationA__2025-11-15__13-05-00(1).JPG",2
"43","Sciurus_carolinensis","Sciurus_carolinensis",2025-11-15 13:35:06,2025-11-15,"13:35:06",1806,30.1,0.5,0,"CMEE02/Sciurus_carolinensis","stationA__2025-11-15__13-35-06(3).JPG",1
