,Station,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName,n_images
1,18,Capreolus_capreolus,2025-10-23 08:03:03,2025-10-23,08:03:03,0,0,0,0,../Ecology and Evolution Data Science/DL-26/FINAL/Capreolus_capreolus,DL-26__2025-10-23__08-03-03(3).jpg,1
2,18,Capreolus_capreolus,2025-10-24 19:13:38,2025-10-24,19:13:38,126635,2110.6,35.2,1.5,../Ecology and Evolution Data Science/DL-26/FINAL/Capreolus_capreolus,DL-26__2025-10-24__19-13-38(3).jpg,1
3,18,Capreolus_capreolus,2025-11-09 01:43:42,2025-11-09,01:43:42,1319404,21990.1,366.5,15.3,../Ecology and Evolution Data Science/DL-26/FINAL/Capreolus_capreolus,DL-26__2025-11-09__01-43-42(2).jpg,1
4,18,Capreolus_capreolus,2025-11-13 22:48:26,2025-11-13,22:48:26,421484,7024.7,117.1,4.9,../Ecology and Evolution Data Science/DL-26/FINAL/Capreolus_capreolus,DL-26__2025-11-13__22-48-26 (3).jpg,1
5,18,Capreolus_capreolus,2025-11-22 11:00:04,2025-11-22,11:00:04,735098,12251.6,204.2,8.5,../Ecology and Evolution Data Science/DL-26/FINAL/Capreolus_capreolus,DL-26__2025-11-22__11-00-04(3).jpg,1
6,18,Columba_palumbus,2025-10-12 08:24:38,2025-10-12,08:24:38,0,0,0,0,../Ecology and Evolution Data Science/DL-26/FINAL/Columba_palumbus,DL-26__2025-10-12__08-24-38(1).jpg,1
7,18,Columba_palumbus,2025-10-30 07:47:05,2025-10-30,07:47:05,1552947,25882.4,431.4,18,../Ecology and Evolution Data Science/DL-26/FINAL/Columba_palumbus,DL-26__2025-10-30__07-47-05(3).jpg,1
8,18,Meles_meles,2025-11-12 20:40:47,2025-11-12,20:40:47,0,0,0,0,../Ecology and Evolution Data Science/DL-26/FINAL/Meles_meles,DL-26__2025-11-12__20-40-47(1).jpg,1
9,18,Muntiacus_reevesi,2025-10-08 17:39:37,2025-10-08,17:39:37,0,0,0,0,../Ecology and Evolution Data Science/DL-26/FINAL/Muntiacus_reevesi,DL-26__2025-10-08__17-39-37(1).jpg,1
10,18,Muntiacus_reevesi,2025-10-09 07:50:57,2025-10-09,07:50:57,51080,851.3,14.2,0.6,../Ecology and Evolution Data Science/DL-26/FINAL/Muntiacus_reevesi,DL-26__2025-10-09__07-50-57(1).jpg,1
11,18,Muntiacus_reevesi,2025-10-10 00:04:15,2025-10-10,00:04:15,58398,973.3,16.2,0.7,../Ecology and Evolution Data Science/DL-26/FINAL/Muntiacus_reevesi,DL-26__2025-10-10__00-04-15(2).jpg,1
