"","start","end","scientific_name","common_name","confidence","file"
"918",45,48,"Prunella modularis","Dunnock",0.219210296869278,"20240802_084002.wav"
"919",45,48,"Cyanistes caeruleus","Eurasian Blue Tit",0.210337042808533,"20240802_084002.wav"
"920",45,48,"Regulus regulus","Goldcrest",0.129640758037567,"20240802_084002.wav"
"921",45,48,"Periparus ater","Coal Tit",0.103069446980953,"20240802_084002.wav"
"922",48,51,"Prunella modularis","Dunnock",0.439405232667923,"20240802_084002.wav"
"923",48,51,"Emberiza schoeniclus","Reed Bunting",0.107899121940136,"20240802_084002.wav"
"924",51,54,"Ficedula albicollis","Collared Flycatcher",0.284814238548279,"20240802_084002.wav"
"925",51,54,"Certhia familiaris","Eurasian Treecreeper",0.283298075199127,"20240802_084002.wav"
"926",51,54,"Certhia americana","Brown Creeper",0.112098224461079,"20240802_084002.wav"
"927",51,54,"Cyanistes caeruleus","Eurasian Blue Tit",0.109080523252487,"20240802_084002.wav"
"928",54,57,"Prunella modularis","Dunnock",0.167496249079704,"20240802_084002.wav"
"929",54,57,"Aegithalos caudatus","Long-tailed Tit",0.164715841412544,"20240802_084002.wav"
"930",57,60,"Aegithalos caudatus","Long-tailed Tit",0.837278664112091,"20240802_084002.wav"
"931",57,60,"Cyanistes caeruleus","Eurasian Blue Tit",0.100564993917942,"20240802_084002.wav"
"932",0,3,"Cyanistes caeruleus","Eurasian Blue Tit",0.628859043121338,"20240802_084503.wav"
"933",0,3,"Parus major","Great Tit",0.277849197387695,"20240802_084503.wav"
"934",0,3,"Phylloscopus collybita","Common Chiffchaff",0.204008534550667,"20240802_084503.wav"
"935",3,6,"Aegithalos caudatus","Long-tailed Tit",0.5127072930336,"20240802_084503.wav"
"936",3,6,"Poecile palustris","Marsh Tit",0.447424411773682,"20240802_084503.wav"
"937",6,9,"Poecile palustris","Marsh Tit",0.459904432296753,"20240802_084503.wav"
"938",6,9,"Parus major","Great Tit",0.156339317560196,"20240802_084503.wav"
"939",9,12,"Cyanistes caeruleus","Eurasian Blue Tit",0.631096482276917,"20240802_084503.wav"
"940",9,12,"Poecile palustris","Marsh Tit",0.164320528507233,"20240802_084503.wav"
"941",9,12,"Parus major","Great Tit",0.104710526764393,"20240802_084503.wav"
"942",12,15,"Poecile montanus","Willow Tit",0.274070113897324,"20240802_084503.wav"
"943",12,15,"Parus major","Great Tit",0.102061919867992,"20240802_084503.wav"
"944",15,18,"Aegithalos caudatus","Long-tailed Tit",0.608308732509613,"20240802_084503.wav"
"945",18,21,"Aegithalos caudatus","Long-tailed Tit",0.97755628824234,"20240802_084503.wav"
"946",21,24,"Aegithalos caudatus","Long-tailed Tit",0.994525671005249,"20240802_084503.wav"
"947",24,27,"Aegithalos caudatus","Long-tailed Tit",0.358317047357559,"20240802_084503.wav"
"948",24,27,"Baeolophus wollweberi","Bridled Titmouse",0.19666562974453,"20240802_084503.wav"
"949",27,30,"Aegithalos caudatus","Long-tailed Tit",0.885854005813599,"20240802_084503.wav"
"950",30,33,"Aegithalos caudatus","Long-tailed Tit",0.45281109213829,"20240802_084503.wav"
"951",33,36,NA,NA,NA,"20240802_084503.wav"
"952",36,39,"Aegithalos caudatus","Long-tailed Tit",0.514922022819519,"20240802_084503.wav"
"953",39,42,"Carduelis carduelis","European Goldfinch",0.979477047920227,"20240802_084503.wav"
"954",42,45,"Aegithalos caudatus","Long-tailed Tit",0.820086717605591,"20240802_084503.wav"
"955",42,45,"Baeolophus wollweberi","Bridled Titmouse",0.169105157256126,"20240802_084503.wav"
"956",45,48,"Aegithalos caudatus","Long-tailed Tit",0.267832398414612,"20240802_084503.wav"
"957",45,48,"Carduelis carduelis","European Goldfinch",0.149773597717285,"20240802_084503.wav"
"958",45,48,"Pyrrhula pyrrhula","Eurasian Bullfinch",0.109410479664803,"20240802_084503.wav"
"959",48,51,"Aegithalos caudatus","Long-tailed Tit",0.970470786094666,"20240802_084503.wav"
"960",51,54,"Pyrrhula pyrrhula","Eurasian Bullfinch",0.848223090171814,"20240802_084503.wav"
"961",51,54,"Charadrius dubius","Little Ringed Plover",0.106089748442173,"20240802_084503.wav"
"962",54,57,NA,NA,NA,"20240802_084503.wav"
"963",57,60,"Pyrrhula pyrrhula","Eurasian Bullfinch",0.280255198478699,"20240802_084503.wav"
"964",0,3,"Troglodytes troglodytes","Eurasian Wren",0.685055553913116,"20240802_085002.wav"
"965",3,6,"Troglodytes troglodytes","Eurasian Wren",0.915442287921906,"20240802_085002.wav"
"966",6,9,"Aegithalos caudatus","Long-tailed Tit",0.215864196419716,"20240802_085002.wav"
"967",6,9,"Troglodytes troglodytes","Eurasian Wren",0.150569602847099,"20240802_085002.wav"
"968",9,12,"Cyanistes caeruleus","Eurasian Blue Tit",0.817284345626831,"20240802_085002.wav"
"969",12,15,"Troglodytes troglodytes","Eurasian Wren",0.849937498569489,"20240802_085002.wav"
"970",15,18,"Cyanistes caeruleus","Eurasian Blue Tit",0.975857675075531,"20240802_085002.wav"
"971",15,18,"Certhia familiaris","Eurasian Treecreeper",0.221591711044312,"20240802_085002.wav"
"972",18,21,"Troglodytes troglodytes","Eurasian Wren",0.15573413670063,"20240802_085002.wav"
"973",21,24,"Troglodytes troglodytes","Eurasian Wren",0.780519783496857,"20240802_085002.wav"
"974",24,27,"Troglodytes troglodytes","Eurasian Wren",0.864318788051605,"20240802_085002.wav"
"975",27,30,"Troglodytes troglodytes","Eurasian Wren",0.754491209983826,"20240802_085002.wav"
"976",30,33,NA,NA,NA,"20240802_085002.wav"
"977",33,36,"Cyanistes caeruleus","Eurasian Blue Tit",0.233275309205055,"20240802_085002.wav"
"978",36,39,NA,NA,NA,"20240802_085002.wav"
"979",39,42,"Ficedula hypoleuca","European Pied Flycatcher",0.449859589338303,"20240802_085002.wav"
"980",42,45,"Prunella modularis","Dunnock",0.607511579990387,"20240802_085002.wav"
"981",45,48,"Phylloscopus collybita","Common Chiffchaff",0.709986329078674,"20240802_085002.wav"
"982",48,51,"Prunella modularis","Dunnock",0.932939529418945,"20240802_085002.wav"
"983",51,54,"Phylloscopus collybita","Common Chiffchaff",0.252622544765472,"20240802_085002.wav"
"984",51,54,"Tringa ochropus","Green Sandpiper",0.223292738199234,"20240802_085002.wav"
"985",54,57,"Prunella modularis","Dunnock",0.911054611206055,"20240802_085002.wav"
"986",57,60,"Cyanistes caeruleus","Eurasian Blue Tit",0.262052059173584,"20240802_085002.wav"
"987",57,60,"Prunella modularis","Dunnock",0.198505848646164,"20240802_085002.wav"
"988",0,3,"Cyanistes caeruleus","Eurasian Blue Tit",0.383410900831223,"20240802_085502.wav"
"989",3,6,"Cyanistes caeruleus","Eurasian Blue Tit",0.155781477689743,"20240802_085502.wav"
"990",6,9,"Cyanistes caeruleus","Eurasian Blue Tit",0.478276312351227,"20240802_085502.wav"
"991",6,9,"Columba palumbus","Common Wood-Pigeon",0.109587416052818,"20240802_085502.wav"
"992",9,12,NA,NA,NA,"20240802_085502.wav"
"993",12,15,"Lophophanes cristatus","Crested Tit",0.170132264494896,"20240802_085502.wav"
"994",12,15,"Cyanistes caeruleus","Eurasian Blue Tit",0.141836047172546,"20240802_085502.wav"
"995",12,15,"Columba palumbus","Common Wood-Pigeon",0.10510016232729,"20240802_085502.wav"
"996",15,18,"Cyanistes caeruleus","Eurasian Blue Tit",0.133183166384697,"20240802_085502.wav"
"997",15,18,"Regulus regulus","Goldcrest",0.124242424964905,"20240802_085502.wav"
"998",18,21,NA,NA,NA,"20240802_085502.wav"
"999",21,24,"Regulus regulus","Goldcrest",0.160116195678711,"20240802_085502.wav"
"1000",24,27,"Baeolophus wollweberi","Bridled Titmouse",0.287350028753281,"20240802_085502.wav"
"1001",27,30,"Pinicola enucleator","Pine Grosbeak",0.14331029355526,"20240802_085502.wav"
"1002",30,33,"Regulus regulus","Goldcrest",0.173054471611977,"20240802_085502.wav"
"1003",30,33,"Regulus satrapa","Golden-crowned Kinglet",0.150008574128151,"20240802_085502.wav"
"1004",30,33,"Erithacus rubecula","European Robin",0.120701648294926,"20240802_085502.wav"
"1005",33,36,"Poecile palustris","Marsh Tit",0.253807693719864,"20240802_085502.wav"
"1006",36,39,"Cyanistes caeruleus","Eurasian Blue Tit",0.681848347187042,"20240802_085502.wav"
"1007",36,39,"Poecile palustris","Marsh Tit",0.122978694736958,"20240802_085502.wav"
"1008",39,42,"Zenaida macroura","Mourning Dove",0.104755505919456,"20240802_085502.wav"
"1009",42,45,"Columba palumbus","Common Wood-Pigeon",0.154811546206474,"20240802_085502.wav"
"1010",45,48,NA,NA,NA,"20240802_085502.wav"
"1011",48,51,"Actitis macularius","Spotted Sandpiper",0.14566545188427,"20240802_085502.wav"
"1012",51,54,"Parus major","Great Tit",0.333197891712189,"20240802_085502.wav"
"1013",54,57,"Parus major","Great Tit",0.466413348913193,"20240802_085502.wav"
"1014",57,60,"Cyanistes caeruleus","Eurasian Blue Tit",0.226050853729248,"20240802_085502.wav"
"1015",0,3,NA,NA,NA,"20240802_090002.wav"
"1016",3,6,"Cyanistes caeruleus","Eurasian Blue Tit",0.395069569349289,"20240802_090002.wav"
"1017",6,9,"Certhia brachydactyla","Short-toed Treecreeper",0.198794290423393,"20240802_090002.wav"
"1018",9,12,"Anthus rubescens","American Pipit",0.261624217033386,"20240802_090002.wav"
"1019",12,15,NA,NA,NA,"20240802_090002.wav"
"1020",15,18,"Bubo bubo","Eurasian Eagle-Owl",0.182473748922348,"20240802_090002.wav"
"1021",18,21,"Cyanistes caeruleus","Eurasian Blue Tit",0.125236570835114,"20240802_090002.wav"
"1022",21,24,NA,NA,NA,"20240802_090002.wav"
"1023",24,27,NA,NA,NA,"20240802_090002.wav"
"1024",27,30,NA,NA,NA,"20240802_090002.wav"
"1025",30,33,"Sayornis nigricans","Black Phoebe",0.111119285225868,"20240802_090002.wav"
"1026",33,36,NA,NA,NA,"20240802_090002.wav"
"1027",36,39,NA,NA,NA,"20240802_090002.wav"
"1028",39,42,NA,NA,NA,"20240802_090002.wav"
"1029",42,45,NA,NA,NA,"20240802_090002.wav"
"1030",45,48,NA,NA,NA,"20240802_090002.wav"
"1031",48,51,"Cygnus olor","Mute Swan",0.117045447230339,"20240802_090002.wav"
"1032",51,54,"Columba palumbus","Common Wood-Pigeon",0.613151788711548,"20240802_090002.wav"
"1033",54,57,NA,NA,NA,"20240802_090002.wav"
"1034",57,60,"Actitis hypoleucos","Common Sandpiper",0.320764392614365,"20240802_090002.wav"
"1035",0,3,NA,NA,NA,"20240802_090502.wav"
"1036",3,6,NA,NA,NA,"20240802_090502.wav"
"1037",6,9,NA,NA,NA,"20240802_090502.wav"
"1038",9,12,NA,NA,NA,"20240802_090502.wav"
"1039",12,15,NA,NA,NA,"20240802_090502.wav"
"1040",15,18,NA,NA,NA,"20240802_090502.wav"
"1041",18,21,NA,NA,NA,"20240802_090502.wav"
"1042",21,24,NA,NA,NA,"20240802_090502.wav"
"1043",24,27,NA,NA,NA,"20240802_090502.wav"
"1044",27,30,NA,NA,NA,"20240802_090502.wav"
"1045",30,33,"Coccothraustes coccothraustes","Hawfinch",0.49081739783287,"20240802_090502.wav"
"1046",30,33,"Carduelis carduelis","European Goldfinch",0.168640956282616,"20240802_090502.wav"
"1047",33,36,NA,NA,NA,"20240802_090502.wav"
"1048",36,39,NA,NA,NA,"20240802_090502.wav"
"1049",39,42,NA,NA,NA,"20240802_090502.wav"
"1050",42,45,NA,NA,NA,"20240802_090502.wav"
"1051",45,48,NA,NA,NA,"20240802_090502.wav"
"1052",48,51,NA,NA,NA,"20240802_090502.wav"
"1053",51,54,NA,NA,NA,"20240802_090502.wav"
"1054",54,57,"Phylloscopus trochilus","Willow Warbler",0.20201613008976,"20240802_090502.wav"
"1055",57,60,"Carduelis carduelis","European Goldfinch",0.550642132759094,"20240802_090502.wav"
"1056",0,3,NA,NA,NA,"20240802_091002.wav"
"1057",3,6,NA,NA,NA,"20240802_091002.wav"
"1058",6,9,"Certhia familiaris","Eurasian Treecreeper",0.128436580300331,"20240802_091002.wav"
"1059",9,12,NA,NA,NA,"20240802_091002.wav"
"1060",12,15,"Regulus regulus","Goldcrest",0.123945064842701,"20240802_091002.wav"
"1061",15,18,NA,NA,NA,"20240802_091002.wav"
"1062",18,21,NA,NA,NA,"20240802_091002.wav"
"1063",21,24,NA,NA,NA,"20240802_091002.wav"
"1064",24,27,NA,NA,NA,"20240802_091002.wav"
"1065",27,30,"Ficedula hypoleuca","European Pied Flycatcher",0.173848420381546,"20240802_091002.wav"
"1066",27,30,"Carduelis carduelis","European Goldfinch",0.120727881789207,"20240802_091002.wav"
"1067",30,33,"Carduelis carduelis","European Goldfinch",0.663097739219666,"20240802_091002.wav"
"1068",33,36,NA,NA,NA,"20240802_091002.wav"
"1069",36,39,NA,NA,NA,"20240802_091002.wav"
"1070",39,42,NA,NA,NA,"20240802_091002.wav"
"1071",42,45,"Aegithalos caudatus","Long-tailed Tit",0.130231708288193,"20240802_091002.wav"
"1072",45,48,"Tringa ochropus","Green Sandpiper",0.109571814537048,"20240802_091002.wav"
"1073",48,51,NA,NA,NA,"20240802_091002.wav"
"1074",51,54,"Carduelis carduelis","European Goldfinch",0.105178333818913,"20240802_091002.wav"
"1075",54,57,NA,NA,NA,"20240802_091002.wav"
"1076",57,60,NA,NA,NA,"20240802_091002.wav"
"1077",0,3,NA,NA,NA,"20240802_091502.wav"
"1078",3,6,NA,NA,NA,"20240802_091502.wav"
"1079",6,9,NA,NA,NA,"20240802_091502.wav"
"1080",9,12,"Phylloscopus trochilus","Willow Warbler",0.102014593780041,"20240802_091502.wav"
"1081",12,15,NA,NA,NA,"20240802_091502.wav"
"1082",15,18,"Tringa ochropus","Green Sandpiper",0.683976352214813,"20240802_091502.wav"
"1083",18,21,NA,NA,NA,"20240802_091502.wav"
"1084",21,24,"Turdus iliacus","Redwing",0.171303942799568,"20240802_091502.wav"
"1085",21,24,"Regulus regulus","Goldcrest",0.113062888383865,"20240802_091502.wav"
"1086",24,27,"Carduelis carduelis","European Goldfinch",0.174488946795464,"20240802_091502.wav"
"1087",27,30,NA,NA,NA,"20240802_091502.wav"
"1088",30,33,NA,NA,NA,"20240802_091502.wav"
"1089",33,36,"Phylloscopus collybita","Common Chiffchaff",0.485237300395966,"20240802_091502.wav"
"1090",33,36,"Tringa ochropus","Green Sandpiper",0.219799280166626,"20240802_091502.wav"
"1091",36,39,NA,NA,NA,"20240802_091502.wav"
"1092",39,42,NA,NA,NA,"20240802_091502.wav"
"1093",42,45,NA,NA,NA,"20240802_091502.wav"
"1094",45,48,NA,NA,NA,"20240802_091502.wav"
"1095",48,51,NA,NA,NA,"20240802_091502.wav"
"1096",51,54,"Anas platyrhynchos","Mallard",0.12859719991684,"20240802_091502.wav"
"1097",54,57,NA,NA,NA,"20240802_091502.wav"
"1098",57,60,NA,NA,NA,"20240802_091502.wav"
"1099",0,3,"Phylloscopus collybita","Common Chiffchaff",0.155450105667114,"20240802_092003.wav"
"1100",3,6,"Phylloscopus trochilus","Willow Warbler",0.753041863441467,"20240802_092003.wav"
"1101",3,6,"Carpodacus erythrinus","Common Rosefinch",0.126892164349556,"20240802_092003.wav"
"1102",6,9,NA,NA,NA,"20240802_092003.wav"
"1103",9,12,NA,NA,NA,"20240802_092003.wav"
"1104",12,15,NA,NA,NA,"20240802_092003.wav"
"1105",15,18,NA,NA,NA,"20240802_092003.wav"
"1106",18,21,"Aegithalos caudatus","Long-tailed Tit",0.205869719386101,"20240802_092003.wav"
"1107",18,21,"Cyanistes caeruleus","Eurasian Blue Tit",0.153887584805489,"20240802_092003.wav"
"1108",21,24,"Phylloscopus collybita","Common Chiffchaff",0.369992733001709,"20240802_092003.wav"
"1109",24,27,"Phylloscopus trochilus","Willow Warbler",0.609700381755829,"20240802_092003.wav"
"1110",27,30,NA,NA,NA,"20240802_092003.wav"
"1111",30,33,NA,NA,NA,"20240802_092003.wav"
"1112",33,36,NA,NA,NA,"20240802_092003.wav"
"1113",36,39,NA,NA,NA,"20240802_092003.wav"
"1114",39,42,"Carduelis carduelis","European Goldfinch",0.806047439575195,"20240802_092003.wav"
"1115",42,45,NA,NA,NA,"20240802_092003.wav"
"1116",45,48,"Anthus rubescens","American Pipit",0.385654747486115,"20240802_092003.wav"
"1117",48,51,"Carduelis carduelis","European Goldfinch",0.571134924888611,"20240802_092003.wav"
"1118",51,54,"Carduelis carduelis","European Goldfinch",0.788049280643463,"20240802_092003.wav"
"1119",51,54,"Empidonax affinis","Pine Flycatcher",0.112690053880215,"20240802_092003.wav"
"1120",54,57,"Carduelis carduelis","European Goldfinch",0.394612729549408,"20240802_092003.wav"
"1121",57,60,"Carduelis carduelis","European Goldfinch",0.29767706990242,"20240802_092003.wav"
"1122",0,3,"Phylloscopus collybita","Common Chiffchaff",0.104647561907768,"20240802_092502.wav"
"1123",3,6,"Troglodytes troglodytes","Eurasian Wren",0.129186853766441,"20240802_092502.wav"
"1124",6,9,"Phylloscopus collybita","Common Chiffchaff",0.587883770465851,"20240802_092502.wav"
"1125",9,12,"Troglodytes troglodytes","Eurasian Wren",0.402373552322388,"20240802_092502.wav"
"1126",9,12,"Turdus viscivorus","Mistle Thrush",0.175667062401772,"20240802_092502.wav"
"1127",12,15,NA,NA,NA,"20240802_092502.wav"
"1128",15,18,NA,NA,NA,"20240802_092502.wav"
"1129",18,21,"Hirundo rustica","Barn Swallow",0.4019895195961,"20240802_092502.wav"
"1130",18,21,"Carduelis carduelis","European Goldfinch",0.111119918525219,"20240802_092502.wav"
"1131",21,24,NA,NA,NA,"20240802_092502.wav"
"1132",24,27,"Certhia familiaris","Eurasian Treecreeper",0.142806828022003,"20240802_092502.wav"
"1133",27,30,"Troglodytes troglodytes","Eurasian Wren",0.304931700229645,"20240802_092502.wav"
"1134",27,30,"Hirundo rustica","Barn Swallow",0.242514953017235,"20240802_092502.wav"
"1135",30,33,"Phylloscopus collybita","Common Chiffchaff",0.178552880883217,"20240802_092502.wav"
"1136",33,36,"Troglodytes troglodytes","Eurasian Wren",0.448171108961105,"20240802_092502.wav"
"1137",33,36,"Turdus viscivorus","Mistle Thrush",0.108494557440281,"20240802_092502.wav"
"1138",36,39,"Athene noctua","Little Owl",0.147076278924942,"20240802_092502.wav"
"1139",36,39,"Turdus viscivorus","Mistle Thrush",0.109457783401012,"20240802_092502.wav"
"1140",39,42,NA,NA,NA,"20240802_092502.wav"
"1141",42,45,"Troglodytes troglodytes","Eurasian Wren",0.37592288851738,"20240802_092502.wav"
"1142",45,48,"Parus major","Great Tit",0.220399141311646,"20240802_092502.wav"
"1143",45,48,"Turdus viscivorus","Mistle Thrush",0.164951920509338,"20240802_092502.wav"
"1144",48,51,"Troglodytes troglodytes","Eurasian Wren",0.14021660387516,"20240802_092502.wav"
"1145",51,54,"Cyanistes caeruleus","Eurasian Blue Tit",0.306996583938599,"20240802_092502.wav"
"1146",54,57,"Turdus iliacus","Redwing",0.448943018913269,"20240802_092502.wav"
"1147",57,60,"Cyanistes caeruleus","Eurasian Blue Tit",0.146394371986389,"20240802_092502.wav"
"1148",0,3,"Troglodytes troglodytes","Eurasian Wren",0.310050219297409,"20240802_093002.wav"
"1149",3,6,"Corvus corone","Carrion Crow",0.45018208026886,"20240802_093002.wav"
"1150",3,6,"Corvus cornix","Hooded Crow",0.166891410946846,"20240802_093002.wav"
"1151",6,9,NA,NA,NA,"20240802_093002.wav"
"1152",9,12,NA,NA,NA,"20240802_093002.wav"
"1153",12,15,NA,NA,NA,"20240802_093002.wav"
"1154",15,18,NA,NA,NA,"20240802_093002.wav"
"1155",18,21,"Engine","Engine",0.197591334581375,"20240802_093002.wav"
"1156",21,24,NA,NA,NA,"20240802_093002.wav"
"1157",24,27,NA,NA,NA,"20240802_093002.wav"
"1158",27,30,"Regulus satrapa","Golden-crowned Kinglet",0.347354739904404,"20240802_093002.wav"
"1159",30,33,NA,NA,NA,"20240802_093002.wav"
"1160",33,36,"Zonotrichia leucophrys","White-crowned Sparrow",0.181720286607742,"20240802_093002.wav"
"1161",33,36,"Spizelloides arborea","American Tree Sparrow",0.162331730127335,"20240802_093002.wav"
"1162",36,39,NA,NA,NA,"20240802_093002.wav"
"1163",39,42,"Turdus migratorius","American Robin",0.458822876214981,"20240802_093002.wav"
"1164",39,42,"Salpinctes obsoletus","Rock Wren",0.112396478652954,"20240802_093002.wav"
"1165",42,45,NA,NA,NA,"20240802_093002.wav"
"1166",45,48,"Pica hudsonia","Black-billed Magpie",0.184035271406174,"20240802_093002.wav"
"1167",45,48,"Turdus pilaris","Fieldfare",0.17203164100647,"20240802_093002.wav"
"1168",48,51,NA,NA,NA,"20240802_093002.wav"
"1169",51,54,"Corvus corone","Carrion Crow",0.199853539466858,"20240802_093002.wav"
"1170",51,54,"Corvus cornix","Hooded Crow",0.164889708161354,"20240802_093002.wav"
"1171",54,57,NA,NA,NA,"20240802_093002.wav"
"1172",57,60,"Salpinctes obsoletus","Rock Wren",0.105570808053017,"20240802_093002.wav"
