"","start","end","scientific_name","common_name","confidence","file"
"1",0,3,"Regulus regulus","Goldcrest",0.111612930893898,"20240802_054502.wav"
"2",3,6,"Bombycilla cedrorum","Cedar Waxwing",0.180618032813072,"20240802_054502.wav"
"3",6,9,NA,NA,NA,"20240802_054502.wav"
"4",9,12,NA,NA,NA,"20240802_054502.wav"
"5",12,15,NA,NA,NA,"20240802_054502.wav"
"6",15,18,NA,NA,NA,"20240802_054502.wav"
"7",18,21,"Poecile montanus","Willow Tit",0.168080523610115,"20240802_054502.wav"
"8",21,24,"Phylloscopus collybita","Common Chiffchaff",0.111449882388115,"20240802_054502.wav"
"9",24,27,"Aegithalos caudatus","Long-tailed Tit",0.20431225001812,"20240802_054502.wav"
"10",24,27,"Regulus regulus","Goldcrest",0.100762814283371,"20240802_054502.wav"
"11",27,30,NA,NA,NA,"20240802_054502.wav"
"12",30,33,"Aegithalos caudatus","Long-tailed Tit",0.965315282344818,"20240802_054502.wav"
"13",33,36,NA,NA,NA,"20240802_054502.wav"
"14",36,39,"Aegithalos caudatus","Long-tailed Tit",0.575257301330566,"20240802_054502.wav"
"15",39,42,"Aegithalos caudatus","Long-tailed Tit",0.183633595705032,"20240802_054502.wav"
"16",42,45,"Aegithalos caudatus","Long-tailed Tit",0.676986396312714,"20240802_054502.wav"
"17",42,45,"Rallus aquaticus","Water Rail",0.363373547792435,"20240802_054502.wav"
"18",45,48,"Turdus iliacus","Redwing",0.386251986026764,"20240802_054502.wav"
"19",45,48,"Aegithalos caudatus","Long-tailed Tit",0.213527917861938,"20240802_054502.wav"
"20",45,48,"Erithacus rubecula","European Robin",0.135630488395691,"20240802_054502.wav"
"21",48,51,"Turdus iliacus","Redwing",0.757094740867615,"20240802_054502.wav"
"22",51,54,"Aegithalos caudatus","Long-tailed Tit",0.709161043167114,"20240802_054502.wav"
"23",54,57,"Aegithalos caudatus","Long-tailed Tit",0.789589166641235,"20240802_054502.wav"
"24",57,60,"Aegithalos caudatus","Long-tailed Tit",0.985150635242462,"20240802_054502.wav"
"25",0,3,"Certhia familiaris","Eurasian Treecreeper",0.102571025490761,"20240802_055002.wav"
"26",3,6,"Pyrrhula pyrrhula","Eurasian Bullfinch",0.252001464366913,"20240802_055002.wav"
"27",6,9,NA,NA,NA,"20240802_055002.wav"
"28",9,12,"Troglodytes troglodytes","Eurasian Wren",0.297119498252869,"20240802_055002.wav"
"29",12,15,NA,NA,NA,"20240802_055002.wav"
"30",15,18,NA,NA,NA,"20240802_055002.wav"
"31",18,21,NA,NA,NA,"20240802_055002.wav"
"32",21,24,NA,NA,NA,"20240802_055002.wav"
"33",24,27,"Cyanistes caeruleus","Eurasian Blue Tit",0.190555438399315,"20240802_055002.wav"
"34",24,27,"Aegithalos caudatus","Long-tailed Tit",0.170726597309113,"20240802_055002.wav"
"35",27,30,"Parus major","Great Tit",0.248623132705688,"20240802_055002.wav"
"36",30,33,"Parus major","Great Tit",0.42348501086235,"20240802_055002.wav"
"37",33,36,NA,NA,NA,"20240802_055002.wav"
"38",36,39,"Baeolophus wollweberi","Bridled Titmouse",0.128235518932343,"20240802_055002.wav"
"39",39,42,"Aegithalos caudatus","Long-tailed Tit",0.589798986911774,"20240802_055002.wav"
"40",39,42,"Regulus ignicapilla","Common Firecrest",0.119881987571716,"20240802_055002.wav"
"41",42,45,"Certhia familiaris","Eurasian Treecreeper",0.404245257377625,"20240802_055002.wav"
"42",42,45,"Cyanistes caeruleus","Eurasian Blue Tit",0.235596194863319,"20240802_055002.wav"
"43",45,48,"Parus major","Great Tit",0.371301680803299,"20240802_055002.wav"
"44",48,51,"Aegithalos caudatus","Long-tailed Tit",0.487620741128922,"20240802_055002.wav"
"45",48,51,"Parus major","Great Tit",0.428718417882919,"20240802_055002.wav"
"46",51,54,"Aegithalos caudatus","Long-tailed Tit",0.282616198062897,"20240802_055002.wav"
"47",51,54,"Parus major","Great Tit",0.211327984929085,"20240802_055002.wav"
"48",51,54,"Cyanistes caeruleus","Eurasian Blue Tit",0.110558807849884,"20240802_055002.wav"
"49",54,57,"Aegithalos caudatus","Long-tailed Tit",0.937107086181641,"20240802_055002.wav"
"50",57,60,"Aegithalos caudatus","Long-tailed Tit",0.196864187717438,"20240802_055002.wav"
"51",57,60,"Parus major","Great Tit",0.191544845700264,"20240802_055002.wav"
"52",0,3,"Prunella modularis","Dunnock",0.383077710866928,"20240802_055502.wav"
"53",0,3,"Anthus trivialis","Tree Pipit",0.106609113514423,"20240802_055502.wav"
"54",3,6,"Prunella modularis","Dunnock",0.153511881828308,"20240802_055502.wav"
"55",3,6,"Certhia brachydactyla","Short-toed Treecreeper",0.117665618658066,"20240802_055502.wav"
"56",6,9,NA,NA,NA,"20240802_055502.wav"
"57",9,12,NA,NA,NA,"20240802_055502.wav"
"58",12,15,NA,NA,NA,"20240802_055502.wav"
"59",15,18,NA,NA,NA,"20240802_055502.wav"
"60",18,21,NA,NA,NA,"20240802_055502.wav"
"61",21,24,"Cyanistes caeruleus","Eurasian Blue Tit",0.125571995973587,"20240802_055502.wav"
"62",24,27,NA,NA,NA,"20240802_055502.wav"
"63",27,30,"Parus major","Great Tit",0.190742209553719,"20240802_055502.wav"
"64",30,33,"Regulus regulus","Goldcrest",0.268699914216995,"20240802_055502.wav"
"65",30,33,"Phylloscopus collybita","Common Chiffchaff",0.111915722489357,"20240802_055502.wav"
"66",33,36,"Parus major","Great Tit",0.14957894384861,"20240802_055502.wav"
"67",36,39,"Phylloscopus trochilus","Willow Warbler",0.156123742461205,"20240802_055502.wav"
"68",36,39,"Poecile montanus","Willow Tit",0.116564631462097,"20240802_055502.wav"
"69",39,42,"Regulus regulus","Goldcrest",0.730096578598022,"20240802_055502.wav"
"70",42,45,"Poecile montanus","Willow Tit",0.251915156841278,"20240802_055502.wav"
"71",42,45,"Regulus regulus","Goldcrest",0.159490168094635,"20240802_055502.wav"
"72",45,48,"Parus major","Great Tit",0.126333177089691,"20240802_055502.wav"
"73",48,51,"Poecile gambeli","Mountain Chickadee",0.146122127771378,"20240802_055502.wav"
"74",51,54,"Cyanistes caeruleus","Eurasian Blue Tit",0.138210967183113,"20240802_055502.wav"
"75",51,54,"Poecile hudsonicus","Boreal Chickadee",0.130675941705704,"20240802_055502.wav"
"76",51,54,"Poecile montanus","Willow Tit",0.10404796898365,"20240802_055502.wav"
"77",54,57,NA,NA,NA,"20240802_055502.wav"
"78",57,60,NA,NA,NA,"20240802_055502.wav"
"79",0,3,NA,NA,NA,"20240802_060002.wav"
"80",3,6,NA,NA,NA,"20240802_060002.wav"
"81",6,9,NA,NA,NA,"20240802_060002.wav"
"82",9,12,"Gavia immer","Common Loon",0.110133342444897,"20240802_060002.wav"
"83",12,15,NA,NA,NA,"20240802_060002.wav"
"84",15,18,"Regulus regulus","Goldcrest",0.213807120919228,"20240802_060002.wav"
"85",18,21,NA,NA,NA,"20240802_060002.wav"
"86",21,24,NA,NA,NA,"20240802_060002.wav"
"87",24,27,"Regulus regulus","Goldcrest",0.110628418624401,"20240802_060002.wav"
"88",27,30,"Tetrastes bonasia","Hazel Grouse",0.13993626832962,"20240802_060002.wav"
"89",30,33,NA,NA,NA,"20240802_060002.wav"
"90",33,36,"Regulus regulus","Goldcrest",0.347117871046066,"20240802_060002.wav"
"91",33,36,"Regulus satrapa","Golden-crowned Kinglet",0.266063630580902,"20240802_060002.wav"
"92",36,39,NA,NA,NA,"20240802_060002.wav"
"93",39,42,"Phylloscopus trochilus","Willow Warbler",0.151166841387749,"20240802_060002.wav"
"94",42,45,"Picus viridis","Eurasian Green Woodpecker",0.942707180976868,"20240802_060002.wav"
"95",45,48,NA,NA,NA,"20240802_060002.wav"
"96",48,51,"Anthus hodgsoni","Olive-backed Pipit",0.322506129741669,"20240802_060002.wav"
"97",48,51,"Anthus trivialis","Tree Pipit",0.198198944330215,"20240802_060002.wav"
"98",48,51,"Turdus iliacus","Redwing",0.139325276017189,"20240802_060002.wav"
"99",51,54,"Lophophanes cristatus","Crested Tit",0.115891642868519,"20240802_060002.wav"
"100",54,57,"Engine","Engine",0.150809496641159,"20240802_060002.wav"
"101",57,60,"Ardea herodias","Great Blue Heron",0.281815618276596,"20240802_060002.wav"
"102",0,3,"Empidonax alnorum","Alder Flycatcher",0.731068730354309,"20240802_060502.wav"
"103",3,6,"Poecile montanus","Willow Tit",0.622753083705902,"20240802_060502.wav"
"104",3,6,"Regulus regulus","Goldcrest",0.124639242887497,"20240802_060502.wav"
"105",3,6,"Lophophanes cristatus","Crested Tit",0.10886961966753,"20240802_060502.wav"
"106",6,9,"Cyanistes caeruleus","Eurasian Blue Tit",0.473429441452026,"20240802_060502.wav"
"107",9,12,NA,NA,NA,"20240802_060502.wav"
"108",12,15,NA,NA,NA,"20240802_060502.wav"
"109",15,18,"Tringa ochropus","Green Sandpiper",0.175411105155945,"20240802_060502.wav"
"110",15,18,"Phylloscopus trochilus","Willow Warbler",0.162496030330658,"20240802_060502.wav"
"111",18,21,"Cyanistes caeruleus","Eurasian Blue Tit",0.49213445186615,"20240802_060502.wav"
"112",21,24,"Cyanistes caeruleus","Eurasian Blue Tit",0.145378112792969,"20240802_060502.wav"
"113",21,24,"Poecile palustris","Marsh Tit",0.119008764624596,"20240802_060502.wav"
"114",24,27,NA,NA,NA,"20240802_060502.wav"
"115",27,30,"Dendrocopos major","Great Spotted Woodpecker",0.130990475416183,"20240802_060502.wav"
"116",30,33,"Cyanistes caeruleus","Eurasian Blue Tit",0.579514920711517,"20240802_060502.wav"
"117",33,36,NA,NA,NA,"20240802_060502.wav"
"118",36,39,NA,NA,NA,"20240802_060502.wav"
"119",39,42,NA,NA,NA,"20240802_060502.wav"
"120",42,45,"Phylloscopus collybita","Common Chiffchaff",0.166819125413895,"20240802_060502.wav"
"121",45,48,"Phylloscopus collybita","Common Chiffchaff",0.129054099321365,"20240802_060502.wav"
"122",48,51,"Cyanistes caeruleus","Eurasian Blue Tit",0.151005685329437,"20240802_060502.wav"
"123",51,54,NA,NA,NA,"20240802_060502.wav"
"124",54,57,NA,NA,NA,"20240802_060502.wav"
"125",57,60,"Dendrocopos major","Great Spotted Woodpecker",0.103288054466248,"20240802_060502.wav"
"126",0,3,"Regulus regulus","Goldcrest",0.130918845534325,"20240802_061003.wav"
"127",0,3,"Phylloscopus collybita","Common Chiffchaff",0.125732272863388,"20240802_061003.wav"
"128",3,6,"Parus major","Great Tit",0.494216114282608,"20240802_061003.wav"
"129",3,6,"Dryobates minor","Lesser Spotted Woodpecker",0.10053700953722,"20240802_061003.wav"
"130",6,9,NA,NA,NA,"20240802_061003.wav"
"131",9,12,"Parus major","Great Tit",0.312105625867844,"20240802_061003.wav"
"132",12,15,"Aix galericulata","Mandarin Duck",0.142248719930649,"20240802_061003.wav"
"133",12,15,"Regulus regulus","Goldcrest",0.102046445012093,"20240802_061003.wav"
"134",15,18,"Aegithalos caudatus","Long-tailed Tit",0.140281841158867,"20240802_061003.wav"
"135",18,21,"Picus viridis","Eurasian Green Woodpecker",0.963387370109558,"20240802_061003.wav"
"136",21,24,"Picus viridis","Eurasian Green Woodpecker",0.766500949859619,"20240802_061003.wav"
"137",24,27,NA,NA,NA,"20240802_061003.wav"
"138",27,30,"Dryobates minor","Lesser Spotted Woodpecker",0.108558364212513,"20240802_061003.wav"
"139",30,33,"Parus major","Great Tit",0.253621935844421,"20240802_061003.wav"
"140",30,33,"Cyanistes caeruleus","Eurasian Blue Tit",0.124756395816803,"20240802_061003.wav"
"141",33,36,"Parus major","Great Tit",0.131014168262482,"20240802_061003.wav"
"142",36,39,"Phylloscopus trochilus","Willow Warbler",0.425065577030182,"20240802_061003.wav"
"143",36,39,"Phylloscopus collybita","Common Chiffchaff",0.270867168903351,"20240802_061003.wav"
"144",36,39,"Phoenicurus phoenicurus","Common Redstart",0.177770480513573,"20240802_061003.wav"
"145",39,42,"Phylloscopus trochilus","Willow Warbler",0.757902979850769,"20240802_061003.wav"
"146",39,42,"Phoenicurus phoenicurus","Common Redstart",0.106034383177757,"20240802_061003.wav"
"147",42,45,NA,NA,NA,"20240802_061003.wav"
"148",45,48,"Phylloscopus collybita","Common Chiffchaff",0.487243890762329,"20240802_061003.wav"
"149",48,51,"Phylloscopus trochilus","Willow Warbler",0.583245694637299,"20240802_061003.wav"
"150",48,51,"Phoenicurus phoenicurus","Common Redstart",0.16210512816906,"20240802_061003.wav"
"151",51,54,"Phylloscopus collybita","Common Chiffchaff",0.197578892111778,"20240802_061003.wav"
"152",54,57,"Anthus trivialis","Tree Pipit",0.313670426607132,"20240802_061003.wav"
"153",54,57,"Phylloscopus collybita","Common Chiffchaff",0.118580281734467,"20240802_061003.wav"
"154",57,60,NA,NA,NA,"20240802_061003.wav"
"155",0,3,NA,NA,NA,"20240802_061502.wav"
"156",3,6,NA,NA,NA,"20240802_061502.wav"
"157",6,9,"Poecile gambeli","Mountain Chickadee",0.313900768756866,"20240802_061502.wav"
"158",9,12,NA,NA,NA,"20240802_061502.wav"
"159",12,15,NA,NA,NA,"20240802_061502.wav"
"160",15,18,NA,NA,NA,"20240802_061502.wav"
"161",18,21,NA,NA,NA,"20240802_061502.wav"
"162",21,24,NA,NA,NA,"20240802_061502.wav"
"163",24,27,NA,NA,NA,"20240802_061502.wav"
"164",27,30,"Phylloscopus collybita","Common Chiffchaff",0.298550456762314,"20240802_061502.wav"
"165",30,33,NA,NA,NA,"20240802_061502.wav"
"166",33,36,NA,NA,NA,"20240802_061502.wav"
"167",36,39,"Carduelis carduelis","European Goldfinch",0.801642715930939,"20240802_061502.wav"
"168",39,42,NA,NA,NA,"20240802_061502.wav"
"169",42,45,NA,NA,NA,"20240802_061502.wav"
"170",45,48,NA,NA,NA,"20240802_061502.wav"
"171",48,51,"Tringa ochropus","Green Sandpiper",0.93902975320816,"20240802_061502.wav"
"172",51,54,"Emberiza cirlus","Cirl Bunting",0.128346994519234,"20240802_061502.wav"
"173",54,57,"Cyanistes caeruleus","Eurasian Blue Tit",0.367097049951553,"20240802_061502.wav"
"174",57,60,NA,NA,NA,"20240802_061502.wav"
"175",0,3,NA,NA,NA,"20240802_062002.wav"
"176",3,6,"Cettia cetti","Cetti's Warbler",0.110883943736553,"20240802_062002.wav"
"177",6,9,NA,NA,NA,"20240802_062002.wav"
"178",9,12,"Curruca curruca","Lesser Whitethroat",0.426587074995041,"20240802_062002.wav"
"179",9,12,"Acrocephalus melanopogon","Moustached Warbler",0.33697172999382,"20240802_062002.wav"
"180",9,12,"Sylvia atricapilla","Eurasian Blackcap",0.282625943422318,"20240802_062002.wav"
"181",12,15,"Sylvia atricapilla","Eurasian Blackcap",0.288054019212723,"20240802_062002.wav"
"182",12,15,"Curruca curruca","Lesser Whitethroat",0.149624302983284,"20240802_062002.wav"
"183",12,15,"Acrocephalus melanopogon","Moustached Warbler",0.146856889128685,"20240802_062002.wav"
"184",12,15,"Cettia cetti","Cetti's Warbler",0.122742749750614,"20240802_062002.wav"
"185",15,18,"Erithacus rubecula","European Robin",0.207819581031799,"20240802_062002.wav"
"186",15,18,"Callipepla californica","California Quail",0.178557246923447,"20240802_062002.wav"
"187",15,18,"Ficedula tricolor","Slaty-blue Flycatcher",0.131908744573593,"20240802_062002.wav"
"188",18,21,"Sylvia atricapilla","Eurasian Blackcap",0.133162558078766,"20240802_062002.wav"
"189",18,21,"Turdus iliacus","Redwing",0.107776299118996,"20240802_062002.wav"
"190",21,24,"Fringilla coelebs","Common Chaffinch",0.118322059512138,"20240802_062002.wav"
"191",24,27,NA,NA,NA,"20240802_062002.wav"
"192",27,30,"Phylloscopus trochilus","Willow Warbler",0.175444424152374,"20240802_062002.wav"
"193",27,30,"Phylloscopus collybita","Common Chiffchaff",0.113439179956913,"20240802_062002.wav"
"194",30,33,"Carduelis carduelis","European Goldfinch",0.353749811649323,"20240802_062002.wav"
"195",33,36,"Hirundo rustica","Barn Swallow",0.142945781350136,"20240802_062002.wav"
"196",36,39,"Phylloscopus trochilus","Willow Warbler",0.469009906053543,"20240802_062002.wav"
"197",36,39,"Cardellina rubrifrons","Red-faced Warbler",0.102715708315372,"20240802_062002.wav"
"198",39,42,NA,NA,NA,"20240802_062002.wav"
"199",42,45,"Regulus regulus","Goldcrest",0.379475355148315,"20240802_062002.wav"
"200",45,48,"Phylloscopus collybita","Common Chiffchaff",0.369399070739746,"20240802_062002.wav"
"201",45,48,"Phoenicurus phoenicurus","Common Redstart",0.21872553229332,"20240802_062002.wav"
"202",48,51,"Phylloscopus collybita","Common Chiffchaff",0.852137804031372,"20240802_062002.wav"
"203",48,51,"Phoenicurus phoenicurus","Common Redstart",0.119205005466938,"20240802_062002.wav"
"204",48,51,"Phylloscopus trochilus","Willow Warbler",0.104457691311836,"20240802_062002.wav"
"205",51,54,NA,NA,NA,"20240802_062002.wav"
"206",54,57,"Parus major","Great Tit",0.114502638578415,"20240802_062002.wav"
"207",57,60,"Phylloscopus collybita","Common Chiffchaff",0.496913105249405,"20240802_062002.wav"
"208",57,60,"Anthus trivialis","Tree Pipit",0.31104975938797,"20240802_062002.wav"
"209",0,3,NA,NA,NA,"20240802_062502.wav"
"210",3,6,"Phylloscopus collybita","Common Chiffchaff",0.42435348033905,"20240802_062502.wav"
"211",6,9,"Empidonax hammondii","Hammond's Flycatcher",0.151543110609055,"20240802_062502.wav"
"212",9,12,"Phylloscopus collybita","Common Chiffchaff",0.388823091983795,"20240802_062502.wav"
"213",12,15,"Phylloscopus collybita","Common Chiffchaff",0.558336853981018,"20240802_062502.wav"
"214",15,18,"Poecile palustris","Marsh Tit",0.133959263563156,"20240802_062502.wav"
"215",18,21,NA,NA,NA,"20240802_062502.wav"
"216",21,24,NA,NA,NA,"20240802_062502.wav"
"217",24,27,"Phylloscopus collybita","Common Chiffchaff",0.477529078722,"20240802_062502.wav"
"218",27,30,NA,NA,NA,"20240802_062502.wav"
"219",30,33,NA,NA,NA,"20240802_062502.wav"
"220",33,36,"Aix galericulata","Mandarin Duck",0.123083740472794,"20240802_062502.wav"
"221",36,39,"Poecile palustris","Marsh Tit",0.528469741344452,"20240802_062502.wav"
"222",39,42,"Poecile palustris","Marsh Tit",0.87326192855835,"20240802_062502.wav"
"223",42,45,"Phylloscopus trochilus","Willow Warbler",0.373905271291733,"20240802_062502.wav"
"224",45,48,"Poecile palustris","Marsh Tit",0.939444184303284,"20240802_062502.wav"
"225",48,51,"Phylloscopus collybita","Common Chiffchaff",0.216780126094818,"20240802_062502.wav"
"226",51,54,"Phylloscopus collybita","Common Chiffchaff",0.600322544574738,"20240802_062502.wav"
"227",54,57,"Phylloscopus collybita","Common Chiffchaff",0.648025512695312,"20240802_062502.wav"
"228",57,60,"Vireo huttoni","Hutton's Vireo",0.279039710760117,"20240802_062502.wav"
"229",57,60,"Phylloscopus collybita","Common Chiffchaff",0.171953991055489,"20240802_062502.wav"
"230",0,3,"Fringilla coelebs","Common Chaffinch",0.209972262382507,"20240802_063002.wav"
"231",3,6,"Pseudacris crucifer","Spring Peeper",0.264153718948364,"20240802_063002.wav"
"232",6,9,NA,NA,NA,"20240802_063002.wav"
"233",9,12,"Curruca curruca","Lesser Whitethroat",0.169882759451866,"20240802_063002.wav"
"234",9,12,"Phylloscopus trochilus","Willow Warbler",0.105509862303734,"20240802_063002.wav"
"235",12,15,"Parus major","Great Tit",0.403902500867844,"20240802_063002.wav"
"236",12,15,"Cyanistes caeruleus","Eurasian Blue Tit",0.16469307243824,"20240802_063002.wav"
"237",15,18,"Fringilla coelebs","Common Chaffinch",0.335976451635361,"20240802_063002.wav"
"238",18,21,"Fringilla coelebs","Common Chaffinch",0.160719484090805,"20240802_063002.wav"
"239",21,24,"Parus major","Great Tit",0.49657866358757,"20240802_063002.wav"
"240",24,27,"Phylloscopus trochilus","Willow Warbler",0.468381255865097,"20240802_063002.wav"
"241",27,30,"Sylvia atricapilla","Eurasian Blackcap",0.14072397351265,"20240802_063002.wav"
"242",30,33,"Sylvia atricapilla","Eurasian Blackcap",0.14116059243679,"20240802_063002.wav"
"243",30,33,"Curruca curruca","Lesser Whitethroat",0.115616194903851,"20240802_063002.wav"
"244",33,36,NA,NA,NA,"20240802_063002.wav"
"245",36,39,NA,NA,NA,"20240802_063002.wav"
"246",39,42,NA,NA,NA,"20240802_063002.wav"
"247",42,45,"Carduelis carduelis","European Goldfinch",0.231415539979935,"20240802_063002.wav"
"248",45,48,"Carduelis carduelis","European Goldfinch",0.401026636362076,"20240802_063002.wav"
"249",45,48,"Empidonax wrightii","Gray Flycatcher",0.134183987975121,"20240802_063002.wav"
"250",48,51,"Carduelis carduelis","European Goldfinch",0.176022455096245,"20240802_063002.wav"
"251",51,54,"Carduelis carduelis","European Goldfinch",0.534160614013672,"20240802_063002.wav"
"252",54,57,NA,NA,NA,"20240802_063002.wav"
"253",57,60,"Fringilla coelebs","Common Chaffinch",0.169304385781288,"20240802_063002.wav"
"254",0,3,"Phylloscopus collybita","Common Chiffchaff",0.734118521213531,"20240802_063502.wav"
"255",3,6,"Vireo huttoni","Hutton's Vireo",0.453387200832367,"20240802_063502.wav"
"256",3,6,"Phylloscopus collybita","Common Chiffchaff",0.281077980995178,"20240802_063502.wav"
"257",3,6,"Phoenicurus phoenicurus","Common Redstart",0.126269727945328,"20240802_063502.wav"
"258",6,9,"Vireo huttoni","Hutton's Vireo",0.659655690193176,"20240802_063502.wav"
"259",6,9,"Phylloscopus collybita","Common Chiffchaff",0.383201867341995,"20240802_063502.wav"
"260",9,12,"Phylloscopus collybita","Common Chiffchaff",0.480108261108398,"20240802_063502.wav"
"261",12,15,"Phylloscopus collybita","Common Chiffchaff",0.538493514060974,"20240802_063502.wav"
"262",15,18,"Phylloscopus collybita","Common Chiffchaff",0.561799466609955,"20240802_063502.wav"
"263",18,21,"Phylloscopus collybita","Common Chiffchaff",0.46880105137825,"20240802_063502.wav"
"264",18,21,"Phoenicurus phoenicurus","Common Redstart",0.322333812713623,"20240802_063502.wav"
"265",21,24,"Phylloscopus collybita","Common Chiffchaff",0.694530785083771,"20240802_063502.wav"
"266",21,24,"Phoenicurus phoenicurus","Common Redstart",0.15212844312191,"20240802_063502.wav"
"267",24,27,"Phylloscopus collybita","Common Chiffchaff",0.547153532505035,"20240802_063502.wav"
"268",24,27,"Phoenicurus phoenicurus","Common Redstart",0.20379863679409,"20240802_063502.wav"
"269",27,30,"Phylloscopus collybita","Common Chiffchaff",0.3172587454319,"20240802_063502.wav"
"270",27,30,"Phoenicurus phoenicurus","Common Redstart",0.270770370960236,"20240802_063502.wav"
"271",30,33,"Phylloscopus collybita","Common Chiffchaff",0.338236749172211,"20240802_063502.wav"
"272",30,33,"Phoenicurus phoenicurus","Common Redstart",0.298259675502777,"20240802_063502.wav"
"273",30,33,"Vireo huttoni","Hutton's Vireo",0.270470142364502,"20240802_063502.wav"
"274",33,36,"Phylloscopus collybita","Common Chiffchaff",0.726304590702057,"20240802_063502.wav"
"275",36,39,"Phylloscopus collybita","Common Chiffchaff",0.80205887556076,"20240802_063502.wav"
"276",36,39,"Phoenicurus phoenicurus","Common Redstart",0.193468496203423,"20240802_063502.wav"
"277",39,42,"Phylloscopus collybita","Common Chiffchaff",0.875542640686035,"20240802_063502.wav"
"278",42,45,"Phylloscopus collybita","Common Chiffchaff",0.496004700660706,"20240802_063502.wav"
"279",42,45,"Phoenicurus phoenicurus","Common Redstart",0.305243611335754,"20240802_063502.wav"
"280",45,48,"Phylloscopus collybita","Common Chiffchaff",0.773097157478333,"20240802_063502.wav"
"281",48,51,"Phylloscopus collybita","Common Chiffchaff",0.487558841705322,"20240802_063502.wav"
"282",51,54,"Phylloscopus collybita","Common Chiffchaff",0.61597090959549,"20240802_063502.wav"
"283",54,57,"Phylloscopus collybita","Common Chiffchaff",0.596729278564453,"20240802_063502.wav"
"284",57,60,"Phylloscopus collybita","Common Chiffchaff",0.545181393623352,"20240802_063502.wav"
"285",57,60,"Phoenicurus phoenicurus","Common Redstart",0.167132824659348,"20240802_063502.wav"
"286",0,3,"Columba palumbus","Common Wood-Pigeon",0.222041919827461,"20240802_064002.wav"
"287",0,3,"Phylloscopus collybita","Common Chiffchaff",0.177979543805122,"20240802_064002.wav"
"288",3,6,"Streptopelia decaocto","Eurasian Collared-Dove",0.472109079360962,"20240802_064002.wav"
"289",3,6,"Columba palumbus","Common Wood-Pigeon",0.460580110549927,"20240802_064002.wav"
"290",3,6,"Phylloscopus collybita","Common Chiffchaff",0.167666986584663,"20240802_064002.wav"
"291",6,9,"Phylloscopus collybita","Common Chiffchaff",0.163681149482727,"20240802_064002.wav"
"292",9,12,"Aimophila ruficeps","Rufous-crowned Sparrow",0.164993017911911,"20240802_064002.wav"
"293",9,12,"Emberiza schoeniclus","Reed Bunting",0.101415820419788,"20240802_064002.wav"
"294",12,15,NA,NA,NA,"20240802_064002.wav"
"295",15,18,"Carduelis carduelis","European Goldfinch",0.783502340316772,"20240802_064002.wav"
"296",18,21,"Spinus spinus","Eurasian Siskin",0.40240603685379,"20240802_064002.wav"
"297",21,24,NA,NA,NA,"20240802_064002.wav"
"298",24,27,"Phylloscopus collybita","Common Chiffchaff",0.11395650357008,"20240802_064002.wav"
"299",27,30,"Setophaga palmarum","Palm Warbler",0.22972247004509,"20240802_064002.wav"
"300",27,30,"Carduelis carduelis","European Goldfinch",0.225863322615623,"20240802_064002.wav"
"301",30,33,"Phylloscopus collybita","Common Chiffchaff",0.255806386470795,"20240802_064002.wav"
"302",30,33,"Columba palumbus","Common Wood-Pigeon",0.179073452949524,"20240802_064002.wav"
"303",30,33,"Streptopelia decaocto","Eurasian Collared-Dove",0.127079576253891,"20240802_064002.wav"
"304",33,36,"Streptopelia decaocto","Eurasian Collared-Dove",0.527141332626343,"20240802_064002.wav"
"305",33,36,"Columba palumbus","Common Wood-Pigeon",0.325087904930115,"20240802_064002.wav"
"306",36,39,NA,NA,NA,"20240802_064002.wav"
"307",39,42,"Phylloscopus trochilus","Willow Warbler",0.461323976516724,"20240802_064002.wav"
"308",39,42,"Tringa ochropus","Green Sandpiper",0.122969307005405,"20240802_064002.wav"
"309",42,45,NA,NA,NA,"20240802_064002.wav"
"310",45,48,NA,NA,NA,"20240802_064002.wav"
"311",48,51,"Phylloscopus collybita","Common Chiffchaff",0.754191219806671,"20240802_064002.wav"
"312",51,54,NA,NA,NA,"20240802_064002.wav"
"313",54,57,NA,NA,NA,"20240802_064002.wav"
"314",57,60,"Engine","Engine",0.557357132434845,"20240802_064002.wav"
"315",0,3,NA,NA,NA,"20240802_064503.wav"
"316",3,6,NA,NA,NA,"20240802_064503.wav"
"317",6,9,"Picus viridis","Eurasian Green Woodpecker",0.564377784729004,"20240802_064503.wav"
"318",9,12,NA,NA,NA,"20240802_064503.wav"
"319",12,15,"Gallinula chloropus","Eurasian Moorhen",0.132556766271591,"20240802_064503.wav"
"320",15,18,NA,NA,NA,"20240802_064503.wav"
"321",18,21,"Dendrocopos major","Great Spotted Woodpecker",0.167642876505852,"20240802_064503.wav"
"322",18,21,"Dendrocoptes medius","Middle Spotted Woodpecker",0.132158443331718,"20240802_064503.wav"
"323",18,21,"Dendrocopos leucotos","White-backed Woodpecker",0.12028206884861,"20240802_064503.wav"
"324",21,24,"Bubo bubo","Eurasian Eagle-Owl",0.121850535273552,"20240802_064503.wav"
"325",24,27,NA,NA,NA,"20240802_064503.wav"
"326",27,30,"Columba palumbus","Common Wood-Pigeon",0.264014631509781,"20240802_064503.wav"
"327",30,33,"Columba palumbus","Common Wood-Pigeon",0.1543038636446,"20240802_064503.wav"
"328",33,36,"Columba palumbus","Common Wood-Pigeon",0.359382420778275,"20240802_064503.wav"
"329",36,39,NA,NA,NA,"20240802_064503.wav"
"330",39,42,NA,NA,NA,"20240802_064503.wav"
